date,lat,lon,sog,cog,label
2021-02-27 19:15:33,22.93156,119.81635,9.6,0.0,油船
2021-02-27 19:37:32,22.87333,119.80484,9.8,0.0,油船
2021-02-27 19:45:54,22.85099,119.80075,10.1,0.0,油船
2021-02-27 19:55:19,22.82475,119.79605,10.3,0.0,油船
2021-02-27 20:10:53,22.7791,119.78712,10.6,0.0,油船
2021-02-27 20:17:27,22.76063,119.78363,10.2,0.0,油船
2021-02-27 20:22:42,22.74505,119.78121,10.4,0.0,油船
2021-02-27 20:30:43,22.72368,119.77667,10.3,0.0,油船
2021-02-27 20:46:05,22.67898,119.76729,10.4,0.0,油船
2021-02-27 20:47:55,22.67409,119.76714,10.5,0.0,油船
2021-02-27 20:53:10,22.6595,119.76426,10.6,0.0,油船
2021-02-27 21:06:46,22.62062,119.7558,10.6,0.0,油船
2021-02-27 21:31:48,22.54757,119.74263,10.6,0.0,油船
2021-02-27 21:46:06,22.50464,119.73597,11.0,0.0,油船
2021-02-27 21:56:43,22.47246,119.73037,10.7,0.0,油船
2021-02-27 21:58:09,22.46856,119.72976,10.8,0.0,油船
2021-02-27 22:00:10,22.4627,119.72885,10.6,0.0,油船
2021-02-27 22:01:02,22.47246,119.73037,10.7,0.0,油船
2021-02-27 22:05:37,22.46075,119.72855,10.7,0.0,油船
2021-02-27 22:12:46,22.44317,119.72583,10.8,0.0,油船
2021-02-27 22:19:05,22.4275,119.7246,11.0,0.0,油船
2021-02-27 23:43:15,22.16023,119.69107,10.6,0.0,油船
