date,lat,lon,sog,cog,label
2021-09-04 17:16:40,22.72227,113.67664,2.4,0.0,运沙船
2021-09-04 17:20:37,22.72452,113.67567,1.7,0.0,运沙船
2021-09-04 17:24:39,22.7279,113.67422,1.5,0.0,运沙船
2021-09-04 17:40:49,22.73038,113.67201,0.2,0.0,运沙船
2021-09-04 17:47:43,22.73015,113.67325,0.3,0.0,运沙船
2021-09-04 18:02:45,22.72925,113.67249,0.15,-0.0001047120418848,运沙船
2021-09-04 18:42:22,22.73038,113.67201,0.45,0.0015384615384615,运沙船
2021-10-04 08:41:02,22.72813,113.67297,0.1,0.0,运沙船
2021-10-04 09:04:24,22.727,113.67346,0.15,0.0005940955433058,运沙船
2021-10-04 11:55:22,22.69575,113.67999,9.2,0.0,运沙船
2021-10-04 12:00:48,22.68158,113.68378,9.3,0.0,运沙船
2021-10-04 12:09:49,22.65976,113.6897,9.3,0.0,运沙船
2021-10-04 12:10:50,22.65661,113.6899,9.4,0.0,运沙船
2021-10-04 12:15:45,22.64446,113.69397,9.5,0.0,运沙船
2021-10-04 12:20:46,22.63141,113.69728,10.0,0.0,运沙船
2021-10-04 12:27:16,22.61386,113.70251,9.8,0.0,运沙船
2021-10-04 12:30:49,22.60485,113.70637,10.1,0.0,运沙船
2021-10-04 12:31:24,22.6026,113.70734,10.2,0.0,运沙船
2021-10-04 12:35:32,22.59044,113.7114,10.3,0.0,运沙船
2021-10-04 12:35:42,22.59157,113.71092,10.2,0.0,运沙船
2021-10-04 12:38:04,22.58369,113.7143,10.4,0.0,运沙船
2021-10-04 12:40:39,22.57806,113.71672,10.3,0.0,运沙船
2021-10-04 12:42:24,22.57266,113.71788,10.1,0.0,运沙船
2021-10-04 12:43:32,22.56928,113.71933,10.0,0.0,运沙船
2021-10-04 12:44:53,22.5659,113.72078,9.9,0.0,运沙船
2021-10-04 12:45:51,22.56365,113.72175,10.0,0.0,运沙船
2021-10-04 12:46:13,22.56253,113.72223,9.9,0.0,运沙船
2021-10-04 12:49:03,22.55465,113.72561,9.9,0.0,运沙船
2021-10-04 12:50:22,22.55239,113.72657,9.9,0.0,运沙船
2021-10-04 12:51:03,22.54924,113.72677,10.0,0.0,运沙船
2021-10-04 12:56:33,22.53573,113.73256,10.1,0.0,运沙船
2021-10-04 12:57:43,22.53123,113.7345,10.2,0.0,运沙船
2021-10-04 13:00:40,22.5247,113.73614,10.2,0.0,运沙船
2021-10-04 13:02:13,22.51907,113.73856,10.1,0.0,运沙船
2021-10-04 13:04:42,22.51254,113.74021,10.2,0.0,运沙船
2021-10-04 13:06:13,22.50804,113.74214,10.5,0.0,运沙船
2021-10-04 13:08:24,22.5024,113.74455,10.6,0.0,运沙船
2021-10-04 13:11:41,22.49362,113.74716,10.5,0.0,运沙船
2021-10-04 13:12:53,22.49024,113.74861,10.5,0.0,运沙船
2021-10-04 13:14:02,22.48597,113.74929,10.6,0.0,运沙船
2021-10-04 13:15:23,22.48282,113.74949,10.7,0.0,运沙船
2021-10-04 13:16:23,22.47967,113.7497,10.6,0.0,运沙船
2021-10-04 13:18:12,22.47426,113.75086,10.6,0.0,运沙船
2021-10-04 13:20:12,22.46886,113.75203,10.7,0.0,运沙船
2021-10-04 13:25:33,22.48912,113.74909,10.5,0.0,运沙船
2021-10-04 13:29:43,22.44004,113.75633,11.0,0.0,运沙船
2021-10-04 13:31:03,22.43577,113.75702,11.1,0.0,运沙船
2021-10-04 13:32:43,22.43059,113.75694,11.1,0.0,运沙船
2021-10-04 13:35:53,22.42113,113.75754,11.0,0.0,运沙船
2021-10-04 13:38:12,22.4137,113.75843,10.9,0.0,运沙船
2021-10-04 13:39:12,22.41055,113.75863,10.9,0.0,运沙船
2021-10-04 13:40:35,22.40717,113.76008,10.8,0.0,运沙船
2021-10-04 13:41:03,22.40515,113.7598,10.9,0.0,运沙船
2021-10-04 13:42:12,22.40177,113.76124,10.8,0.0,运沙船
2021-10-04 13:44:53,22.39478,113.76538,10.8,0.0,运沙船
2021-10-04 13:46:12,22.3914,113.76683,10.9,0.0,运沙船
2021-10-04 13:48:23,22.38553,113.77048,11.0,0.0,运沙船
2021-10-04 13:50:23,22.37967,113.77413,11.1,0.0,运沙船
2021-10-04 13:51:23,22.37742,113.7751,11.1,0.0,运沙船
2021-10-04 13:52:23,22.37494,113.77731,11.2,0.0,运沙船
2021-10-04 13:53:32,22.37156,113.77875,11.2,0.0,运沙船
2021-10-04 13:54:52,22.36795,113.78144,11.2,0.0,运沙船
2021-10-04 13:55:25,22.36682,113.78192,11.2,0.0,运沙船
2021-10-04 13:56:52,22.36231,113.78385,11.1,0.0,运沙船
2021-10-04 13:59:02,22.35645,113.7875,11.2,0.0,运沙船
2021-10-04 14:00:04,22.35307,113.78895,10.8,0.0,运沙船
2021-10-04 14:01:52,22.34766,113.79011,11.3,0.0,运沙船
2021-10-04 14:05:12,22.33685,113.79244,11.3,0.0,运沙船
2021-10-04 14:05:53,22.33482,113.79216,11.3,0.0,运沙船
2021-10-04 14:06:53,22.33144,113.79361,11.3,0.0,运沙船
2021-10-04 14:07:53,22.32829,113.79381,11.3,0.0,运沙船
2021-10-04 14:08:53,22.32603,113.79477,11.4,0.0,运沙船
2021-10-04 14:10:33,22.32062,113.79594,11.5,0.0,运沙船
2021-10-04 14:11:33,22.31747,113.79614,11.7,0.0,运沙船
2021-10-04 14:13:04,22.31206,113.7973,11.4,0.0,运沙船
2021-10-04 14:14:12,22.30868,113.79875,11.6,0.0,运沙船
2021-10-04 14:15:23,22.3044,113.79943,11.4,0.0,运沙船
2021-10-04 14:16:23,22.30215,113.80039,11.6,0.0,运沙船
2021-10-04 14:17:23,22.29899,113.80059,11.6,0.0,运沙船
2021-10-04 14:18:33,22.29561,113.80204,11.7,0.0,运沙船
2021-10-04 14:20:33,22.28907,113.80368,11.9,0.0,运沙船
2021-10-04 14:21:31,22.28592,113.80388,11.7,0.0,运沙船
2021-10-04 14:25:24,22.27398,113.80669,11.6,0.0,运沙船
2021-10-04 14:30:21,22.25775,113.81018,11.7,0.0,运沙船
2021-10-04 14:35:37,22.25008,113.81231,11.8,0.0,运沙船
2021-10-04 14:41:29,22.24467,113.81347,11.7,0.0,运沙船
2021-10-04 14:54:51,22.18245,113.82398,10.3,0.0,运沙船
2021-10-04 15:08:27,22.15899,113.83284,9.7,0.0,运沙船
2021-10-04 15:15:19,22.15561,113.83429,9.7,0.0,运沙船
2021-10-04 15:17:40,22.14162,113.84254,9.7,0.0,运沙船
2021-10-04 15:21:31,22.12764,113.84507,10.1,0.0,运沙船
2021-10-04 15:24:27,22.11614,113.84539,10.1,0.0,运沙船
2021-10-04 15:55:25,22.05932,113.8318,9.9,0.0,运沙船
2021-10-04 15:59:32,22.03567,113.79606,10.2,0.0,运沙船
2021-10-04 16:24:24,22.00478,113.73127,10.4,0.0,运沙船
2021-10-04 16:26:34,22.0032,113.72851,10.4,0.0,运沙船
2021-10-04 16:32:49,21.99507,113.69297,10.5,0.0,运沙船
2021-10-04 16:36:31,21.99282,113.68246,10.3,0.0,运沙船
2021-10-04 16:41:50,21.98491,113.66862,10.1,0.0,运沙船
2021-10-04 16:47:20,21.99282,113.68246,10.3,0.0,运沙船
2021-10-04 16:51:51,21.96321,113.65033,9.6,0.0,运沙船
2021-10-04 16:57:00,21.95101,113.64292,9.3,0.0,运沙船
2021-10-04 17:02:44,21.94174,113.6308,9.7,0.0,运沙船
2021-10-04 17:09:26,21.93925,113.62727,9.8,0.0,运沙船
2021-10-04 17:15:50,21.91753,113.60324,9.9,0.0,运沙船
2021-10-04 17:27:49,21.8924,113.58066,9.6,0.0,运沙船
2021-10-04 17:30:34,21.88697,113.57609,9.7,0.0,运沙船
2021-10-04 17:35:35,21.8761,113.56694,9.5,0.0,运沙船
2021-10-04 17:41:06,21.86455,113.55579,9.9,0.0,运沙船
2021-10-04 17:46:48,21.85164,113.54637,9.5,0.0,运沙船
2021-10-04 17:50:33,21.84439,113.54027,9.7,0.0,运沙船
2021-10-04 18:07:54,21.80586,113.51075,9.7,0.0,运沙船
2021-10-04 18:10:45,21.79838,113.5059,9.6,0.0,运沙船
2021-10-04 18:22:52,21.77275,113.4858,9.5,0.0,运沙船
